,P01_tissue_tumor_center,P01_tissue_tumor_deep,P01_tissue_tumor_superficial,P08_tissue_tumor,P10_tissue_tumor,P18_tissue_tumor,P19_tissue_tumor,P20_tissue_tumor,P21_tissue_tumor,P01_CTM1,P01_CTM3,P01_CTM4,P01_CTM8,P08_CTM7,P08_CTM10,P08_CTM11,P10_CTM10,P16_CTM2,P18_CTM2,P18_CTM4,P18_CTM5,P18_CTM6,P19_CTM2,P20_CTM14,P20_CTM15,P20_CTM16,P21_CTM11
SIGLEC16,0,0,0,0,0,0,0,0.0961006,0,0,0,0,0.118612,0,0,0,0,0,0,0,0,0,0,0,0,0.181269,0
SIGLEC17P,0,0,0,0,0,0,0,0,0,0,0,0,0.119777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC5,0,0,0,0,42.3113,0,0,0,8.19925,0,0,0,0.0699115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC8,0,0,0,0.339248,0,0,0,0.432816,0.0830765,0,0,0,0.848685,8.48605,0.359924,0,0,4.47312,5.89591,3.72029,2.27156,4.73401,5.78858,2.32308,2.32602,0.154596,0.366161
SIGLEC9,0,0,0,0,0,782.331,0,0.0753275,6.98298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGLECL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGMAR1,43.5932,137.653,106.368,88.8751,0.086997,0.605359,132.85,0.247603,0.461971,0,0,0,0.379676,0,42.8354,0.421598,0,0,0.556092,0,0,0,0,0,0.482778,0,399.354
SIK1,49.174,1.83469,1.43458,0,17.688,2.87736,0,0,0.0184378,0.13208,0,0,0.0630002,0,0.360897,0,0.0839248,0.174664,0,0,0,0,0,0,0,0,127.097
SIK2,0.628176,0.14016,0.0536502,3.00047,0.0212495,0.237548,0,0.33776,0.418617,0.0484241,0.366781,0,0.331102,3.26042,0.748231,26.8209,0.171254,4.75443,3.25902,1.2551,0,0.0399356,5.42014,0.603126,10.2938,0.158432,5.65234
SIK3,0,0,0,0,0,0,0,18.257,0,0,0,0.14546,1.87606,0,1.35836,7.47893,0,0,0,0.154616,0,0,0,0,0,0,41.8141
SIKE1,0,0,0.446979,112.362,0,0.568021,0.0612187,0.195073,21.5389,2.6404,0,0,1.48512,0,644.65,13.868,0.0559443,0.205781,3.24912,5.41155,1.54893,0.0822728,25.2464,0,0.0992296,0,210.8
SIL1,0,0.186449,206.913,1.2998,0,1405.56,0.212463,0.776821,0.555205,0,0.548355,2.26605,1.02991,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6647
SIM1,0,0,0,0.0158748,0,0,0,0,0,0,0,0,0.0835111,0,0,0,0,0,0.232644,0,0,0,0,0,0,0,0
SIM2,0,0,0,0.131755,0,0.485013,0.218697,1.78531,0.560835,0,0,0,0.533658,0,0,0.394568,0,0,6.02468,3.8905,3.61221,0.380476,6.74942,0.344,0,0,11.7047
SIMC1,0.0261546,0.127984,0,0.0413302,0,2.18522,0.0325878,0.61909,18.5423,0,0,0,4.74367,0.55786,0.454641,0,10.1526,0.123207,6.31684,0.337827,0,0.122531,7.12955,0,15.9699,0.111611,0.386617
SIN3A,107.06,0.0190377,1.15062,5.19006,24.6405,0.367531,173.958,29.0693,26.9529,0,0,0.0361171,6.74473,0,0,0,0,33.9851,11.1509,3.0683,0.0551724,123.954,9.89585,0.0962948,40.4759,0.256578,16.3924
SIN3B,1.10911,0,0.0333126,0.660817,65.2831,13.2565,0,1.84335,2.62073,0,0,0,1.42926,0,9.5153,0,1.18757,4.06602,68.5431,8.91939,1.28148,32.2734,27.0575,1.31058,7.13351,0,21.5665
SIPA1,0,0,0,0.510351,0,0,0,9.80105,5.79495,0,0,0,4.5949,0,0,0,0,18.5727,3.99664,0.812084,40.8953,178.073,4.12745,0,134.72,47.7666,30.415
SIPA1L1,0.67666,0.35954,33.561,0.452579,0,0.295886,116.265,2.33451,5.18121,0,0,0,2.85369,0,17.4656,1.5146,1.19027,40.3904,43.3639,16.5108,9.34891,0,8.51708,0,1.42664,0,3.24558
SIPA1L2,0.305491,0,0,0,0,0,0,0.0156608,0,0,0,0,0.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2978
SIPA1L3,0.632165,0,0.214569,1.09226,0,0.302328,0.0871278,1.92972,3.03573,0,0,0,9.0837,0,15.5773,12.3361,0,4.61206,35.7921,1.83388,47.5594,4.96808,15.1577,4.46562,150.817,0,3.16041
SIRPA,0,0.532367,0,0,33.9073,0.101812,0,0.0293684,2.85494,0.130523,94.1537,6.67963,0.080292,4.67251,199.576,5.84518,0.379122,0,5.15495,0.666647,0.112378,519.85,0.290183,0,0.150707,0,0
SIRPB1,0,0,0,0,0,0,0,0.0994367,0,0,0,0,0.197135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRPB2,0,0,0,0.363409,0,2.59782,0.281679,0.791882,0.0305618,0,0,0,0.504881,0,0,0,0.780832,0.316272,1.49243,0.277637,1.02394,7.85605,1.36624,0,0,0,0.198086
SIRPD,0,0,0,0,0,0,0,0,0,0,0,0,1.95511,0,0,0,0,0,0.200157,0,0,0,0,0,0,0,0
SIRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRT1,0,0,0,9.53647,0.235138,0,0,0,0,0,0,0,0.193894,0,351.248,0,0,0,0,0,0,0,0,0,0,0,5.98187
SIRT2,100.704,0,1.33367,47.8349,2.52989,478.288,15.8988,5.12871,3.41884,0,0.68782,1357.18,6.86453,0,1.9575,131.257,16.9755,13.7292,85.6864,15.7152,138.472,4.76111,116.32,1.31156,63.2709,20.1192,49.8686
SIRT3,0,0,0,0,0,0,0,0.117465,0.0621518,0,0,0,0.197646,1205.84,20.3693,0,0,0,0,0,0.498171,0,0,0,0,0,10.237
SIRT4,0,0,0,0,0,0.339817,0,0,0.0752367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRT5,1.41671,0,0.019045,5.16817,0.0257155,0,0,0,34.8574,0,0,72.0794,0,0,65.3504,150.903,0,0,0.200414,0,0,0,0,0,0,0,0
SIRT6,0,0,0,0,0,0,0,0,0,0,0,0,0.602983,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2324
SIRT7,0.0772053,0,0.448651,0,0,0.287935,0,0.492635,0.284698,0,0,0,1.92576,0,36.7617,0,0.872212,0.144357,1.4241,0.258815,0.150842,0.194931,10.1234,0.479342,0,0.312427,2.03314
SIT1,0,0,0,0,0,0,0,73.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIVA1,453.25,165.502,369.11,223.908,763.917,877.021,0,256.791,9.28387,0,116.203,0,0.441861,2399.02,453.916,188.003,0.255961,14.625,5.53493,0.90316,0.285844,13.1875,5.3009,0,9.98813,0,1442.1
SIX1,0,0,0,0,0,0,0,0,0,0,0,0,1.17268,0,0,0,0,0,0,0,0,0,1.24106,0,0,0,25.7164
SIX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0731
SIX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIX3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0.634281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIX4,0.256881,0.342195,0.0661243,0.153411,0.340279,0.332428,0.225526,0.380468,0.358282,0,0.0214357,0,4.12668,0,0.341142,0.696292,0.678763,5.96717,10.9307,3.45645,7.7107,4.16883,6.52295,12.8534,5.86197,6.51978,3.23112
SIX5,4.72748,0,0,0,0,0,0,0,0,0,272.944,0,0.703345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831166
SIX6,0,0,0,0,0,0,0,0,0,0,0,0,0.381235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKA1,0.991607,0.158631,0.101186,13.4092,0.371489,1.07754,0,1.03977,0.633976,0,0,0.153839,1.14522,0,0,0,0.346582,21.371,11.6094,3.48124,2.74602,3.07365,41.116,0,2.90603,0.879832,51.6294
SKA2,10.3496,9.55099,332.255,14.9344,29.045,0.0778504,6.11298,60.0015,18.1602,0,0,0,1.34118,0.107221,0,47.5107,0,8.21433,51.8101,2.94249,0,0,14.1928,0.168369,0.418951,5.5799,375.868
SKA3,220.6,0,0,0.0876939,0,0.178647,169.3,0.103684,34.6206,0,0,0,0.470834,0,0.104012,0,0,2.98217,0,0,0,0,0,0,0,0,66.9564
SKAP1,163.132,0,0.297197,0,0,0,0,0,0.556153,0,0,0,0.662786,0,0,0,0,0,0,0,0,0,0,0,0.88736,0,0
SKAP2,0.0404765,0.720832,0.0164625,37.2505,0.729919,178.887,11.359,25.628,17.4607,0.109529,0.216797,272.529,6.64871,0.0564506,367.423,70.063,0.0765109,3.24578,36.7428,0,2.29615,1.02529,1.89762,0.0602733,4.09393,0.245542,53.2908
SKI,0,0,0,0.0855239,0,0,0,0.0962176,0.538219,0.109152,124.384,0,0.169845,0,23.1101,9.74827,0.0761997,0,0,0,0,0.113668,0,0,10.0447,5.27654,1.56932
SKIDA1,0,0,0,0.10724,0,0.0458963,0,0.0164628,0.0767825,0.0748561,0,0,0.287741,0.0339778,485.298,0.25063,0.478789,0.134177,5.2672,1.05229,0.362486,1.52,0.577285,0.204603,7.37829,0.252295,3.30966
SKIL,79.9985,121.912,40.6201,5.73318,0.0220727,59.5233,9.25769,8.89412,28.838,0.055541,12.748,0,1.17144,35.7402,252.593,4.46818,0,0.246447,3.47239,2.50259,3.25137,3.74952,11.7184,0.664917,31.5383,0.0840792,17.6504
SKINTL,1.13759,0,0,0,1.23874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0.430935,98.4406,31.0253,0,0.223427,0.065756,14.3969,0,2.75683,0,0,0,1.24854,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6637
SKIV2L2,11.4404,0,0.174922,0.724029,2.36941,3.6292,6.26548,4.24793,12.1224,0,3.61201,10.4947,2.72305,13.4379,13.0373,6.83546,7.22435,45.7578,22.3182,21.1723,265.305,1.00721,68.0744,0,5.20243,2.0702,117.119
SKOR1,0,0,0,0,0,0,0,0,0,0,0,0,0.226905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP1,703.192,1244.54,428.137,704.135,953.637,1539.22,1443.31,766.441,552.586,1.81673,2069.07,1466.83,1.94271,202.721,1669,301.663,1.55261,10.4863,2.61515,1.502,2.05868,0.981082,0.887734,2059.8,1.59951,0.8249,4439.19
SKP2,17.6637,0.118573,45.2837,18.0839,0.127227,45.0483,1.71474,1.61165,1.08454,0.990817,0.0402367,0,2.46027,0.0315886,0.0765429,0.0628459,5.45508,0.845067,1.58023,0,0.10069,0.677367,8.05864,0,0.816142,0.1004,286.858
SLA,0.0272162,19.3744,0,0,0,0.555169,0,0,0,0,0,0,0.369431,0,0,0,0,0,0,0,0,0,0,0,0,0.373828,0
SLA2,0.037053,0,0.088242,25.5519,3.15992,0.210838,0.13323,0.643199,20.0613,0,25.7266,0,0,0,0,0,0,0.406961,3.63919,0,10.1536,0.74038,0.917325,0.231316,16.5034,2.87269,42.9901
SLAIN1,0,0,0,0,0,0,0,0,0,0,0,0,0.126523,7.57154,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAIN2,0,0,0.0157008,0,6.16468,102.011,0,1.44105,0.159026,0.0979898,0,83.9919,1.22847,0,0.984093,0,0,0,0.123167,0,0.089425,0,52.9793,0.0567808,0,0.0781665,9.12402
SLAMF1,0,0,0,0,0,174.79,0,0.111866,0,0,0,0,0.346479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAMF6,0,0,0,0.0257659,0,0,0,0.0363656,0.0479133,0,0,0,0.332868,0,0,0,0,4.71823,4.5132,0.709655,0.133333,0,0.510376,0,0,0.125386,0.147711
SLAMF7,0,0.156447,0,0.264007,16.8872,0.604483,0.0477276,63.5824,66.0409,0,0,0,4.59864,0.0580961,0,0,0.256037,0.717984,1.91525,0.191695,0.198311,0.186618,3.29127,23.3196,2.16965,0,0.169604
SLAMF8,0,0,95.8441,0,0.0373575,0.0586468,197.462,0,45.6274,0,0,0,0.588619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAMF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLBP,0,13.478,18.0306,19.499,78.8053,0,28.9775,0.133788,29.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.728
SLC10A1,13.5799,0,0,0,0,0,0,0,0,0,0,0,0.144157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC10A2,0,0,0,0,0,0,0,0,0,0,0,0,0.225538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC10A3,207.339,181.911,0,4.03321,200.268,0.148388,0.0749919,0,0.096627,0,0,0,0,1454.65,0.407944,176.31,0,0,0,0.19197,0.272411,399.435,0,0,0.525533,0,69.9638
SLC10A4,0,0,0,0,0,0,0,0,0,0,0,0,0.356174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC10A5,0,0,0,0,0,0,0,0,0,0,0,0,0.321645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC10A6,0,0,0,0,0,0,0,0,0,0,0,0,0.41987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC10A7,0,0,0,0,0,0,0,0,0,0,0,0,1.30755,0,0,0,0,0,0.669348,2.10247,0,264.339,0,0,0,0,3.62793
SLC11A1,23.0214,83.0646,0,0.145883,0.19769,0.700663,0,2.60284,1.21181,3.72754,0,0,8.57954,0,1.75364,0,16.3662,6.27399,17.2356,1.58718,10.1564,17.0472,17.3575,0,112.768,0.733426,2.77993
SLC11A2,0.0945247,70.3737,53.434,1.55485,0,1.04284,0.0303044,109.16,55.8914,0,4.64099,0,4.5696,0.206337,0.971635,0,1.24042,1.9854,28.8508,0.670842,1.17714,0.0770558,5.16011,0.237235,0.12752,60.5613,17.9575
SLC12A1,0,0,0,0,0,0,0,0,0,0,0,0,0.0971192,0.01652,0,0,0,2.56178,8.40198,0,0,0.378429,4.07216,0,0.0274144,0,0
SLC12A2,0.0122392,15.1047,0,71.2881,103.728,235.919,47.7699,51.3685,33.5214,0,0.0238884,0,0.696444,0,0.0613762,0,0.0774464,1.32557,78.5154,0.178773,0.137753,0.113439,12.7057,0.190534,0.0849268,0.0853922,13.8303
SLC12A3,0,0,0,0.0191314,0,0,0,0.245689,0.286957,0,0,0,0.450326,0,0,0,0,0.706601,0,0,0,0,0.0845945,0,0.142191,0,24.6979
SLC12A4,0,6.68739,0.402638,0.0692316,0,0,0,0.0329818,0.0230633,0,0,0,0.260871,0,0,0,0,0,1.58089,0.0946866,0,0.317617,3.92889,0.161047,0,0.251119,26.4732
SLC12A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC12A6,0,0,0,14.2413,36.7679,0,0,0,6.20594,0,0,0,1.54691,0,0,0,0,0,0,0,0,0,114.371,0,0,0,7.99336
SLC12A7,0.0222983,0,26.538,6.12395,45.8275,0.297603,81.0026,23.5938,0.920694,0,0.290239,0,0.561201,0,11.3254,0,0,0,0,0,0,112.153,0,0,0,2.13071,25.6972
SLC12A8,0,0,0.0493855,54.7916,0,0.119757,98.2151,1.47424,0.289875,0.524334,0,0,1.12089,0,0,0,0,1.45136,3.9698,1.1253,9.07743,0,20.0177,0.253033,2.3102,0,12.8718
SLC12A9,0.396026,0.0606055,0.0925055,0.20084,0.125556,1.45444,0.125101,0.688728,0.723898,0.8031,1.31463,0,0.64792,0,0,2.4688,0.0998666,0.979631,3.3764,2.81204,1.93922,0.313519,7.40263,1.20866,3.26659,0.239492,2.86951
SLC13A1,0,0,0,0,0,0,0,0,0.014732,0,0,0,0,0,0,0,0.400375,0,0,0,0,0,0,0,0,0,0
SLC13A2,0,0,0,41.7849,0,0.0994967,0.1076,0.0543907,0,0,0,0,0.396323,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15713
SLC13A3,0,0,0,0,0,0.137379,0,0.154166,0,0,0.133637,0,0,0,0,0,0,0.564696,0.256564,0,0,0,2.79827,0,0,0,0
SLC13A4,0,0,0,0.02046,0,0,0.0163168,0.0292333,0.0302243,0,0,0,0.205888,0,0,0.0576426,0.777465,0,0.441451,1.97277,0.268328,0,2.22606,0,1.22068,0.0536307,0.0642063
SLC13A5,0,0.194449,0.0819029,0.230239,0.195712,0.905173,0,0.749749,29.7572,0.178433,0.339447,0,0.395097,0,0,0,0.567103,6.7993,27.4329,3.67232,33.4018,1.7009,16.8471,0.490181,14.1389,7.76021,1.99305
SLC14A1,0,0,0,0.0173821,0,0.0573728,0,0.338772,0.0323159,0,0,0,2.31195,0,0,0,0,0,0.330375,0.684562,0,0.0782091,0.22342,0,0.0691782,0,0.194633
SLC14A2,0.458358,0.855496,0,0.297969,0.271809,2.34212,0,1.87611,0.963665,0,0,0,0.300804,0,0,0,0,2.63869,10.358,10.9815,0.745511,23.0509,4.34588,57.0485,0.95652,3.19384,0.597149
SLC15A1,0.889825,12.9378,45.9633,0.835871,0.0995693,0.249361,0.0772167,0.977498,2.2624,0,0,0,0.783745,0,0,0,1.64318,58.7735,12.2547,5.76956,11.9326,0,17.1084,5.22509,15.982,0.950684,0.431978
SLC15A2,0,0,0.0235469,0.0581542,0.0160509,0.272524,0.161532,0.662799,0.0743783,0,0,0.031488,0.585924,0,0,0.0437195,0.351065,0.858751,0.457833,0.0863467,0.420436,0.099131,1.10432,0.0997129,0,0,0.259377
SLC15A3,0.660818,171.627,95.1266,0.0162038,0,72.6395,0,0.0230301,9.83006,1.25153,0,0,0.660414,1993.51,0.182151,1092.87,0,0,0.501921,0,3.19424,0,0,0,0.184849,0,1.89272
SLC15A4,0,13.8286,0.156687,0.562578,4.6177,0,0.515063,1.5653,6.53995,0.600452,0,0,2.20204,0,72.6913,0.159062,0.200697,0.493988,17.1337,8.4052,0,662.256,23.8875,0.16329,4.66105,0.478658,34.6392
SLC15A5,0,0,0,0,0,0,0,0,0,0,0,0,0.18404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A1,9.80038,61.0479,3.30542,28.2741,36.2177,1.44051,8.7931,5.94308,45.1511,0.152466,0,0,1.95179,0.181491,0.1248,0.0595162,0.406147,17.6518,26.2098,6.85881,0.80365,0.486241,20.5978,0.181162,10.8519,0.488958,90.0767
SLC16A10,0,0.055818,0,0,0.0170566,0,0,0,0,0,0,0,0.131813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246649,0,0,0,0,0,0,0,0
SLC16A12,0,0,0.0449953,0.162839,0,0.026193,0.157448,0.365433,0.0132744,0,0,0,0.177519,0,0,0,0.562684,1.84693,1.16299,0.324395,0.793725,0.0615314,1.36123,0,0.104869,0.141983,0
SLC16A13,0,0,0,0,0,0,0,0,0,0,0,0,0.157126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A14,0,0,0,0,0,0,0,0,0,0,0,0,0.363679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A2,0,0,0,0,0,0,0,0.0820763,0.0186113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A3,117.64,18.1337,10.004,0.271668,0,1.66991,0,0.165231,6.25425,0,0,0,1.27629,0.238423,0.891752,0,0.0893678,2.10701,15.2003,0,0.0928062,0,1.35612,0.271143,1.46255,0,522.966
SLC16A4,95.3007,0.0494189,0.234442,0.382988,0,0.280681,0.761711,0.962809,0.489847,0,1.51375,0,0.840949,0,0,0,0.674586,19.4392,2.18616,3.69713,5.90696,0.832797,4.66308,32.9112,1.01075,0.788036,0.434245
SLC16A5,0,2.67998,89.5081,3.75644,0,1.44704,2.22847,98.4806,0,0,466.937,0,0,0,269.916,478.018,0,0.22171,0,0,0.259099,0,0,0,0,0,1.0535
SLC16A6,0.0351217,0,0,0,0,2.17986,0,0,0,0,0,0,0.21361,0,0,0,0,0,8.41722,2.91132,59.4428,2.28826,10.7851,0,4.44496,0,1.49837
SLC16A7,0,0,0,0,0,0,0,0,0,0,0,15.9568,0.221522,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8528
SLC16A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A9,0,0,0,14.699,0,0.0615442,0,0.0253476,0,0,0,0,0.0739199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A1,0,0,0,0,0,0,0,0,0,0,0,0,0.387649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A2,0,0,0,0,0,0,0,0,0,0,0,0,0.356048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A3,0,0,0,0,0,0,0,0,0,0,0,0,0.896411,0,0,0,0,0,1.02207,0,0,0,0,0,0,0,0
SLC17A4,0,0,0,0,0,0,0,0,0,0,0,0.220448,0.195794,0,0,0,0,0,0,0.55252,0,0,0,0,0,0,0
SLC17A5,5.48008,0.171474,0.0218009,25.8338,0,0.200155,0,0.299127,0.0981083,0.449908,15.4682,0,0.077519,0,0.79082,0,0,0.138491,58.9789,0.135348,0.212716,0,1.60555,0.602887,0.0830602,0,4.38596
SLC17A6,0,0,0,0,0,0,0,0,0,0,0,0,0.0737105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A7,0,0,0,0,0,0,0,0,0.0446074,0,0.432786,0,0.351057,0,0,0,0,0,0,0.394918,0,0,0,0,0,0,0
SLC17A8,0,0,0,0,0,0,0,0,0,0,0,0,1.42624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A9,0,0.0876007,157.567,10.1216,0,0,0.0901926,0,42.0618,0,0,0,1.12529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC18A1,0,0,0,0,0,0,0,0.390493,0,0,0,0,0.122153,0,0,0,0,0,28.8114,0,0,0,0,0,0,0,0.525889
SLC18A2,27.6621,6.31851,2.75008,8.11182,0,0.0307634,0,0.0483487,0,0,0,0,0.203127,0,15.4084,0.358832,0.0757938,0,0,0,0,0,0,0,0,0,2.1308
SLC18A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC18B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1514
SLC19A1,0,3.46462,11.0352,0.0634922,70.3946,0,0,0,0,0,2.96436,0.692687,0.57584,40.6194,21.4594,721.812,0,0,0.924879,0,0.302221,143.814,0,0,0,1.67286,51.9367
SLC19A2,0,0,0,0,0,0,0,0.0317339,0,0,0,0,0.210319,0,0.0899626,0,0,0,0,0,0,0.0853395,0,0,0,0,33.5402
SLC19A3,0,0.24921,0,0.35733,0,0.724387,69.2106,3.11978,31.4194,0,0,0,3.56089,0,0,0,0,2.69616,12.8309,5.11977,0.00465792,0,22.6572,1.00876,2.87305,1.0489,1.01065
SLC1A1,0,0,0,0,0,0,0,0,0,0,0,0,0.0691736,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15862
SLC1A2,0,0,0,0.0735291,0.0306936,0,0,0.179787,0.0406006,0,0,0,0.33607,0,0,0,0.0482964,0.347816,12.8846,1.68022,0.456459,0.0224627,0.66615,0,0.190609,0,0.216697
SLC1A3,0,0,224.405,0.0187724,0.155017,0,0.308177,0.286519,25.5102,0,0.064663,0,0.0789879,0,0,0,0,0,0.132546,0,0,0,0,0,0,0,132.701
SLC1A4,0.177859,0,0,5.20601,0,0,0,0.582264,0.531605,0.111231,0.100725,1.67441,0.293857,0.0951843,0,0,0,2.15869,13.8257,1.50648,5.84774,0.865027,15.4069,327.447,0.20003,1.6534,4.9613
SLC1A5,329.153,126.44,100.527,140.052,0,0.550187,16.9771,122.695,4.56709,0,0,0,0,0,387.819,404.129,0,0.768372,0.479802,0,0,0.377855,0.236513,0,0.862512,0.278585,422.64
SLC1A6,0,0,0,0,0,0,0.0821804,0.205561,0.346648,0,0,0,0.366765,0,0,0,0.228757,8.26304,9.02036,0,8.35069,0.120646,8.93031,0,0.32256,1.67966,0.148635
SLC1A7,0,0,0,0,39.2247,0,0,0.386397,0,0,0,0,0.370964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC20A1,278.976,31.3089,0.152901,0,0,253.93,6.7377,1.07501,55.6817,0.133825,0,0.0816203,0.0656224,0.151448,64.3794,0,0,0.618278,0,0,0.101953,0,15.141,0,0,0,194.119
SLC20A2,0,0,64.7594,40.7509,0,0.0483948,0.0700087,0.331296,19.2032,0.143339,0,0,1.07857,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17615
SLC22A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A10,0,0,0,0,0,0,0,0,0,0,0,0,0.371124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A11,0,0,0,0.625676,0,0.415817,0,0.525362,0.647799,0,0,0,0.318601,0,0,0.410642,19.979,0.455574,1.70412,0,0,0,3.24018,0,0,0.311627,1.71048
SLC22A12,0,0,0,0,0,0,0,0,0,0,0,0,0.144148,0,0,0,0,0,0.143445,0,0,0,0,0,0,0,0
SLC22A13,0,0,0,0,0,0,0,0,0,0,0,0,0.106613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168953,0,0,0,0,0,0,0,0
SLC22A15,0,0,0.0147881,0,0,0,0,0,0,0,0,0,1.09536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715019
SLC22A16,0,0,0.101167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A17,0,0,0,0,0,0,0,0,19.4715,0,0,0,0.420654,0,133.736,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A18,223.499,0.251832,41.0307,2.01148,0.33411,160.504,1.53466,0.485827,0.0353027,0,0,0,0.13041,0,0,0.280191,0,0.143963,3.41429,0.484787,0.372033,1.57262,2.69853,0.47633,0,0,0.471152
SLC22A18AS,0.628718,0,0,24.6946,0,0,2.86566,0.475758,0.0542889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A2,0,0,0,0,0,0,0,0,0,0.74967,0,0,1.08154,0,0.572848,0,0,0,0,0,635.55,0,0,0,0.610461,0,0
SLC22A20,0,0,0,0.0550395,0,0,0,0,0.11438,0,0,0,0.452396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A23,0,0,0,0,0,0,20.6664,0.364393,0,0,0.703586,0,0.889893,0,0,0,0,0,0.0695362,0,0,0,0,0,0,0,0
SLC22A24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A25,0,0,0,0,0,3.64974,0,0.40282,0.0913795,0,0,0,0.486615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191649
SLC22A3,0,0,0,0,0,0.0240771,0,0,0,0,0,0,0.139514,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0114
